,0,1,2,3,4,5,6,7,8,9,10,11,date
2405,内江投资控股集团有限公司,NEJAIN 3.8 04/08/23,99.283,3.8,4.975,40.00 百万,2020-04-08,一般企业用途,--,--,城投债,100117,2023/04/08
2406,International Finance Centre Development Limited,IFCDCN 2.67 04/08/30,-,2.67,-,2000.00 百万,2020-04-08,--,--,--,金融债,100007,2030/04/08
2407,新鸿基地产发展有限公司,SUNHUN 2.62 04/08/30,-,2.62,-,500.00 百万,2020-04-08,--,--,--,地产债,100029,2030/04/08
2408,百度集团股份有限公司,BIDU 3.425 04/07/30,90.640,3.425,4.912,400.00 百万,2020-04-07,一般企业用途、再融资,2030/1/17,2030/1/17,产业债,28433,2030/04/07
2409,百度集团股份有限公司,BIDU 3.075 04/07/25,96.401,3.075,4.547,600.00 百万,2020-04-07,一般企业用途、再融资,2025/3/7,2025/3/7,产业债,28434,2025/04/07
2410,友邦保险控股有限公司,AIA 3.375 04/07/30,93.883,3.375,4.325,1000.00 百万,2020-04-07,一般企业用途,2030/1/7,2030/1/7,金融债,28436,2030/04/07
2411,友邦保险控股有限公司,AIA 3.375 04/07/30,93.883,3.375,4.325,1000.00 百万,2020-04-07,一般企业用途,2030/1/7,2030/1/7,金融债,28437,2030/04/07
2412,恒隆地产有限公司,HLPPY 2.68 04/07/27,-,2.68,-,500.00 百万,2020-04-07,Green Bond/Loan,--,--,地产债,100047,2027/04/07
2413,兆邦基地产控股有限公司,BDWINR 8 PERP,-,8,-,76.40 百万,2020-04-06,一般企业用途,2025/4/6、2025/10/6、2026/4/6、2026/10/6、2027/4/6、2027/10/6、2028/4/6、2028/10/6、2029/4/6、2029/10/6,2025/4/6,地产债,100097,PERP
2414,兴证国际金融集团有限公司,CISIIL 11 04/09/21,-,11,-,15.00 百万,2020-04-03,--,--,--,金融债,100098,2021/04/09
2415,兴证国际金融集团有限公司,CISIIL 11 04/09/21,-,11,-,12.50 百万,2020-04-03,--,--,--,金融债,100099,2021/04/09
2416,兴证国际金融集团有限公司,CISIIL 11 04/09/21,-,11,-,12.50 百万,2020-04-03,--,--,--,金融债,100100,2021/04/09
2417,兴证国际金融集团有限公司,CISIIL 11 04/09/21,-,11,-,7.50 百万,2020-04-03,--,--,--,金融债,100102,2021/04/09
2418,太古地产有限公司,SWIPRO 2.55 04/02/30,-,2.55,-,604.00 百万,2020-04-03,--,--,--,地产债,100051,2030/04/02
2419,泰州市新滨江开发有限责任公司,TZNWBN 7 04/02/23,98.555,7,9.486,219.00 百万,2020-04-02,项目融资、再融资,--,--,城投债,96817,2023/04/02
2420,贵州双龙航空港开发投资(集团)有限公司,GZSLAI 4 03/22/23,-,4,-,26.00 百万,2020-04-02,一般企业用途、再融资,--,--,城投债,101098,2023/03/22
2421,中国国际金融(国际)有限公司,CICCHK 2.7 12/29/20,100.000,2.7,-,100.00 百万,2020-04-01,未上市,--,--,金融债,100096,2020/12/29
2422,中华人民共和国,PBOCIN 2.19 09/28/20,-,2.19,-,10000.00 百万,2020-03-30,General Corporate Purposes,--,--,政府债,100003,2020/09/28
2423,香港置地有限公司,HKLSP 2.72 03/30/35,-,2.72,-,400.00 百万,2020-03-30,--,--,--,地产债,100004,2035/03/30
2424,郴州市产业投资集团有限公司,CHZHHT 2.5 03/30/23,-,2.5,-,120.00 百万,2020-03-30,运营资本、再融资,--,--,城投债,100023,2023/03/30
2425,亿达中国控股有限公司,YIDCHL 6 04/30/25,66.104,6,23.817,224.89 百万,2020-03-27,运营资本、项目融资,2020/3/27,2020/3/27,地产债,28439,2025/04/30
2426,新湖中宝股份有限公司,XINHUZ 11 03/27/23,99.199,11,11.916,200.00 百万,2020-03-27,再融资,2022/3/27,2022/3/27,地产债,47661,2023/03/27
2427,中国建设银行(亚洲)股份有限公司,CCB 3.18 PERP,-,3.18,-,500.00 百万,2020-03-26,巴塞尔协议III额外1级资本,2025/3/26、2025/9/26、2026/3/26、2026/9/26、2027/3/26、2027/9/26、2028/3/26、2028/9/26、2029/3/26、2029/9/26,2025/3/26,金融债,96816,PERP
2428,香港铁路有限公司,MTRC 1.45 03/25/21,-,1.45,-,500.00 百万,2020-03-25,--,--,--,产业债,100059,2021/03/25
2429,泰州市新滨江开发有限责任公司,TZNWBN 6.32 03/25/22,-,6.32,-,81.00 百万,2020-03-25,--,--,--,城投债,101109,2022/03/25
2430,新疆广汇实业投资(集团)有限责任公司,GUANGH 9.5 09/23/21,-,9.5,-,58.94 百万,2020-03-23,--,--,--,产业债,101078,2021/09/23
2431,四川港荣投资发展集团有限公司,SCGRID 4.6 03/20/23,98.513,4.6,7.289,300.00 百万,2020-03-20,项目融资,--,--,城投债,101042,2023/03/20
2432,中国建设银行股份有限公司,CCB 2.95 03/19/22,-,2.95,-,1000.00 百万,2020-03-19,General Corporate Purposes,--,--,金融债,99969,2022/03/19
2433,香港中华煤气有限公司,HKCGAS 2.3 03/18/30,-,2.3,-,213.50 百万,2020-03-18,--,--,--,产业债,100040,2030/03/18
2434,国泰君安国际控股有限公司,GUOTJU 1.5 03/17/21,-,1.5,-,250.00 百万,2020-03-18,--,--,--,金融债,100074,2021/03/17
2435,中国建设银行股份有限公司,CCB Float 03/18/25,100.704,3mL+66,-,100.00 百万,2020-03-18,--,--,--,金融债,101354,2025/03/18
2436,北京首都创业集团有限公司,BEICAP 2.8 03/18/23,99.026,2.8,4.565,300.00 百万,2020-03-18,一般企业用途、运营资本、再融资,--,--,产业债,28406,2023/03/18
2437,中国信达(香港)控股有限公司,CCAMCL 3 03/18/27,89.313,3,5.691,300.00 百万,2020-03-18,一般企业用途、运营资本,2026/12/18,2026/12/18,金融债,28409,2027/03/18
2438,中国信达(香港)控股有限公司,CCAMCL 2.5 03/18/25,93.571,2.5,5.210,500.00 百万,2020-03-18,一般企业用途、运营资本,2025/2/18,2025/2/18,金融债,28410,2025/03/18
2439,中国信达(香港)控股有限公司,CCAMCL 2 03/18/23,98.526,2,4.675,700.00 百万,2020-03-18,一般企业用途、运营资本,2023/2/18,2023/2/18,金融债,28411,2023/03/18
2440,中国信达(香港)控股有限公司,CCAMCL 3.125 03/18/30,81.976,3.125,6.139,500.00 百万,2020-03-18,一般企业用途、运营资本、投资,2029/12/18,2029/12/18,金融债,28412,2030/03/18
2441,珠海华发实业股份有限公司,HUAFAI 4.4 03/16/21,100.000,4.4,-,100.00 百万,2020-03-17,再融资 ,--,--,地产债,96814,2021/03/16
2442,希慎兴业有限公司,HYSAN 2.1 03/17/25,-,2.1,-,1000.00 百万,2020-03-17,--,--,--,地产债,100021,2025/03/17
2443,新世界发展有限公司,NWDEVL 1.5 03/17/22,-,1.5,-,150.00 百万,2020-03-17,--,--,--,地产债,100052,2022/03/17
2444,湖州经开投资发展集团有限公司,HEDGCN 4.5 03/17/23,100.127,4.5,4.263,200.00 百万,2020-03-17,项目融资、再融资,--,--,城投债,28414,2023/03/17
2445,九龙仓置业地产投资有限公司,WREICL 2.1 03/16/27,-,2.1,-,1000.00 百万,2020-03-16,--,--,--,地产债,99988,2027/03/16
2446,香港铁路有限公司,MTRC 1.1 03/16/21,-,1.1,-,200.00 百万,2020-03-16,--,--,--,产业债,100070,2021/03/16
2447,正商实业有限公司,ZENENT 12.5 09/13/22,89.700,12.5,19.558,200.00 百万,2020-03-13,一般企业用途、项目融资、再融资,--,--,地产债,28413,2022/09/13
2448,阳光城集团股份有限公司,SUNSHI 6.8 03/11/21,100.000,6.8,-,188.00 百万,2020-03-12,再融资,--,--,地产债,28416,2021/03/11
2449,恒隆地产有限公司,HLPPY 2.35 03/12/25,-,2.35,-,950.00 百万,2020-03-12,--,--,--,地产债,100054,2025/03/12
2450,西安航天高技术产业发展集团有限公司,XIANST 6.5 03/12/23,100.704,6.5,5.177,100.00 百万,2020-03-12,项目融资、再融资,--,--,城投债,101081,2023/03/12
2451,海通证券股份有限公司,HAISEC 2.107 03/12/25,94.677,2.107,4.336,670.00 百万,2020-03-12,再融资,--,--,金融债,28386,2025/03/12
2452,中国冶金科工股份有限公司,CHMETL 3.25 PERP,99.448,3.25,4.278,400.00 百万,2020-03-12,一般企业用途、再融资,2023/3/12,2023/3/12,产业债,28391,PERP
2453,中国工商银行股份有限公司,ICBCAS Float 03/12/23,-,3mL+50,-,150.00 百万,2020-03-12,--,--,--,金融债,101108,2023/03/12
2454,创科实业有限公司,TECHTR 0.73 03/11/27,-,0.73,-,50.00 百万,2020-03-11,一般企业用途、运营资本,--,--,产业债,100012,2027/03/11
2455,景瑞控股有限公司,JINGRU 12.75 03/11/22,4.800,12.75,-,190.00 百万,2020-03-11,再融资,--,--,地产债,28359,2022/03/11
2456,英皇集团(国际)有限公司,EMPINT 3.15 03/11/23,-,3.15,-,200.00 百万,2020-03-11,--,--,--,地产债,100045,2023/03/11
2457,铁岭公共资产投资运营集团有限公司,TLPUBL 9.3 03/11/23,-,9.3,-,1050.00 百万,2020-03-11,一般企业用途、再融资,--,--,城投债,100060,2023/03/11
2458,新力控股(集团)有限公司,SINHLD 11.75 03/10/21,100.000,11.75,-,280.00 百万,2020-03-11,运营资本、再融资,--,--,地产债,28389,2021/03/10
2459,绿景(中国)地产投资有限公司,LVGEM 12 03/10/23,61.337,12,132.642,470.00 百万,2020-03-10,再融资,--,--,地产债,28328,2023/03/10
2460,景业名邦集团控股有限公司,JYGMHD 7.5 03/09/21,100.000,7.5,-,150.00 百万,2020-03-10,一般企业用途、项目融资、再融资,--,--,地产债,28377,2021/03/09
2461,吉安市井冈山开发区金庐陵经济发展有限公司,JXYDEV 4 03/10/23,103.062,4,-1.605,200.00 百万,2020-03-10,一般企业用途、项目融资、再融资,--,--,城投债,101094,2023/03/10
2462,东亚银行有限公司,BNKEA Float 03/10/23,98.816,3mL+59,0.999,20.00 百万,2020-03-10,--,--,--,金融债,101105,2023/03/10
2463,恒基兆业地产有限公司,HENLND 2.66 03/09/35,-,2.66,-,100.00 百万,2020-03-09,--,--,--,地产债,100053,2035/03/09
2464,香港电灯有限公司,HKE 2.4 03/08/30,-,2.4,-,320.00 百万,2020-03-09,--,--,--,产业债,100065,2030/03/08
2465,恒基兆业地产有限公司,HENLND Float 03/06/25,-,3mH+100,-,100.00 百万,2020-03-06,--,--,--,地产债,100044,2025/03/06
2466,东亚银行有限公司,BNKEA Float 03/06/23,-,3mL+60,-,140.00 百万,2020-03-06,--,--,--,金融债,101107,2023/03/06
2467,中国银行股份有限公司,BCHINA 1.9 03/05/22,-,1.9,-,1000.00 百万,2020-03-05,再融资、社会效应债券/贷款、大流行病	,--,--,金融债,101198,2022/03/05
2468,四川蓝光发展股份有限公司,LGUANG 9 03/04/21,100.000,9,-,200.00 百万,2020-03-05,再融资,--,--,地产债,92310,2021/03/04
2469,中国银行股份有限公司,BCHINA 1.95 03/05/22,-,1.95,-,4000.00 百万,2020-03-05,Social Bond/Loan Pandemic,--,--,金融债,99990,2022/03/05
2470,路劲基建有限公司,ROADKG 5.9 03/05/25,33.051,5.9,61.199,300.00 百万,2020-03-05,一般企业用途、项目融资,2023/3/5,2023/3/5,地产债,28318,2025/03/05
2471,广州富力地产股份有限公司,GZRFPR 8.625 03/05/24,16.522,8.625,183.856,400.00 百万,2020-03-05,再融资,2022/3/5、2023/3/5,2022/3/5,地产债,28319,2024/03/05
2472,浙江吉利控股集团有限公司,GEELZ 3 03/05/25,93.521,3,5.791,400.00 百万,2020-03-05,一般企业用途、再融资,--,--,产业债,28327,2025/03/05
2473,恒基兆业地产有限公司,HENLND 2.2 03/05/23,-,2.2,-,350.00 百万,2020-03-05,--,--,--,地产债,100037,2023/03/05
2474,恒基兆业地产有限公司,HENLND Float 03/05/25,-,3mH+100,-,448.00 百万,2020-03-05,--,--,--,地产债,100043,2025/03/05
2475,深圳市卓越商业管理有限公司,EXCECP 6.8 03/04/23,98.125,6.8,10.556,100.00 百万,2020-03-04,再融资,--,--,地产债,28446,2023/03/04
2476,当代置业(中国)有限公司,MOLAND 11.95 03/04/24,17.631,11.95,-,277.00 百万,2020-03-04,再融资,2023/3/4,2023/3/4,地产债,28447,2024/03/04
2477,香港铁路有限公司,MTRC 1.835 03/04/21,-,1.835,-,300.00 百万,2020-03-04,Green Bond/Loan,--,--,产业债,99992,2021/03/04
2478,西安曲江文化控股有限公司,XAQJCL 5.5 03/04/23,95.312,5.5,15.110,300.00 百万,2020-03-04,一般企业用途、项目融资、再融资,--,--,城投债,28313,2023/03/04
2479,中国银行股份有限公司,BCHINA 3.6 PERP,98.928,3.6,4.047,2820.00 百万,2020-03-04,再融资、巴塞尔协议Ⅲ额外1级资本,2025/3/4,2025/3/4,金融债,28382,PERP
2480,海通国际证券集团有限公司,HTISEC Float 03/02/21,-,3ML+85,-,45.00 百万,2020-03-03,--,--,--,金融债,101120,2021/03/02
2481,绿地控股集团有限公司,GRNLGR 6.75 03/03/24,28.211,6.75,119.770,300.00 百万,2020-03-03,再融资,--,--,地产债,101181,2024/03/03
2482,瑞安房地产有限公司,SHUION 5.5 03/03/25,69.352,5.5,21.962,489.91 百万,2020-03-03,一般企业用途、再融资,2023/3/3,2023/3/3,地产债,28284,2025/03/03
2483,中国五矿集团有限公司,MINMET 3.375 PERP,97.554,3.375,4.655,1000.00 百万,2020-03-03,一般企业用途、运营资本,2024/9/3,2024/9/3,产业债,28301,PERP
2484,希慎兴业有限公司,HYSAN 4.1 PERP,88.681,4.1,8.419,850.00 百万,2020-03-03,发行人转贷给由担保人及其子公司组成的公司集团，用于一般企业用途。,2025/6/3至2025/9/3、2026/3/3、2026/9/3、2027/3/3、2027/9/3、2028/3/3、2028/9/3、2029/3/3、2029/9/3、2030/3/3,2025/6/3至2025/9/3,地产债,28317,PERP
2485,太古股份有限公司,SWIRE 2.68 02/22/30,-,2.68,-,386.00 百万,2020-03-03,--,--,--,地产债,100050,2030/02/22
2486,香港铁路有限公司,MTRC 1.9 03/03/21,-,1.9,-,300.00 百万,2020-03-03,--,--,--,产业债,100067,2021/03/03
2487,交通银行(香港)有限公司,BOCOHK 3.725 PERP,98.412,3.725,4.396,500.00 百万,2020-03-03,一般企业用途、巴塞尔协议Ⅲ额外1级资本,2025/3/3,2025/3/3,金融债,28390,PERP
2488,海通国际证券集团有限公司,HTISEC 2.43 11/27/20,-,2.43,-,100.00 百万,2020-03-03,--,--,--,金融债,101115,2020/11/27
2489,交银租赁管理香港有限公司,BCLMHK Float 03/02/25,98.665,3mL+95,-,500.00 百万,2020-03-02,一般企业用途,--,--,金融债,28435,2025/03/02
2490,中国海外发展有限公司,CHIOLI 2.75 03/02/30,81.175,2.75,5.883,500.00 百万,2020-03-02,一般企业用途、项目融资、再融资,--,--,地产债,28289,2030/03/02
2491,中国海外发展有限公司,CHIOLI 2.375 03/02/25,93.051,2.375,5.359,300.00 百万,2020-03-02,一般企业用途、再融资,--,--,地产债,28290,2025/03/02
2492,正荣地产集团有限公司,ZHPRHK 5.6 02/28/21,100.000,5.6,-,200.00 百万,2020-03-02,再融资,2020/3/2及以后,2020/3/2及以后,地产债,28291,2021/02/28
2493,中国海外发展有限公司,CHIOLI 3.125 03/02/35,74.908,3.125,6.004,200.00 百万,2020-03-02,一般企业用途、项目融资、再融资,--,--,地产债,28299,2035/03/02
2494,交银租赁管理香港有限公司,BCLMHK Float 03/02/23,99.800,3mL+83,-,300.00 百万,2020-03-02,一般企业用途,--,--,金融债,28330,2023/03/02
2495,太古股份有限公司,SWIRE 2.55 03/02/27,-,2.55,-,250.00 百万,2020-03-02,--,--,--,地产债,100077,2027/03/02
2496,彩生活服务集团有限公司,CLSGRP 8 02/25/21,100.000,8,-,100.00 百万,2020-02-28,--,--,--,地产债,101073,2021/02/25
2497,香港铁路有限公司,MTRC 1.93 08/28/20,-,1.93,-,300.00 百万,2020-02-28,--,--,--,产业债,100063,2020/08/28
2498,香港铁路有限公司,MTRC 1.85 02/26/21,-,1.85,-,350.00 百万,2020-02-28,--,--,--,产业债,100075,2021/02/26
2499,中芯国际集成电路制造有限公司,SMIZCH 2.693 02/27/25,93.943,2.693,5.306,600.00 百万,2020-02-27,资本支出、一般企业用途,--,--,产业债,28283,2025/02/27
2500,弘阳集团有限公司,HONGSL 9.875 08/27/22,15.607,9.875,-,275.00 百万,2020-02-27,再融资,--,--,地产债,28287,2022/08/27
2501,北京建设(控股)有限公司,BEIPRO 5.95 02/27/23,95.081,5.95,16.482,750.00 百万,2020-02-27,再融资,--,--,地产债,28298,2023/02/27
2502,恒隆地产有限公司,HLPPY 2.88 02/27/25,-,2.88,-,600.00 百万,2020-02-27,--,--,--,地产债,100026,2025/02/27
2503,新鸿基地产发展有限公司,SUNHUN 2.68 02/27/30,-,2.68,-,300.00 百万,2020-02-27,--,--,--,地产债,100036,2030/02/27
2504,华南城控股有限公司,CSCHCN 9 06/26/24,50.750,9,54.653,350.00 百万,2020-02-26,一般企业用途、再融资,--,--,地产债,28262,2024/06/26
2505,当代置业(中国)有限公司,MOLAND 11.8 02/26/22,18.894,11.8,-,200.00 百万,2020-02-26,再融资,--,--,地产债,28266,2022/02/26
2506,ESR Group Limited,ESRCAY 5.1 02/26/25,-,5.1,-,225.00 百万,2020-02-26,Acquisition Financing General Corporate Purposes Working Capital Investment Refinance,--,--,产业债,99973,2025/02/26
2507,恒隆地产有限公司,HLPPY 3.01 02/26/27,-,3.01,-,700.00 百万,2020-02-26,Green Bond/Loan,--,--,地产债,100061,2027/02/26
2508,镇江国有投资控股集团有限公司,ZHESTA 6.6 02/24/21,100.000,6.6,-,150.00 百万,2020-02-26,一般企业用途、运营资本、再融资,--,--,城投债,101085,2021/02/24
2509,招银国际金融有限公司,CMBICC 2.6 02/26/21,-,2.6,-,5.00 百万,2020-02-26,--,--,--,金融债,101102,2021/02/26
2510,招银国际金融有限公司,CMBICC 2.5 05/26/20,-,2.5,-,3.00 百万,2020-02-26,--,--,--,金融债,101111,2020/05/26
2511,阳光城集团股份有限公司,SUNSHI 8.25 11/25/23,6.934,8.25,-,300.00 百万,2020-02-25,再融资,2022/2/25,2022/2/25,地产债,28250,2023/11/25
2512,中国中信股份有限公司,CITLTD 2.45 02/25/25,95.716,2.45,4.275,300.00 百万,2020-02-25,一般企业用途、再融资,--,--,金融债,28251,2025/02/25
2513,中国中信股份有限公司,CITLTD 2.85 02/25/30,88.585,2.85,4.671,700.00 百万,2020-02-25,一般企业用途、再融资,--,--,金融债,28252,2030/02/25
2514,昆明产业开发投资有限责任公司,KNMIDI 6.1 02/25/23,98.937,6.1,8.313,300.00 百万,2020-02-25,一般企业用途、再融资,--,--,城投债,28264,2023/02/25
2515,中国工商银行股份有限公司,ICBCAS Float 02/24/23,-,3mBBSW+77,-,500.00 百万,2020-02-24,--,--,--,金融债,101199,2023/02/24
2516,中国华融国际控股有限公司,HRINTH 2.5 02/24/23,96.177,2.5,10.591,400.00 百万,2020-02-24,再融资,2023/1/24,2023/1/24,金融债,28263,2023/02/24
2517,中国华融国际控股有限公司,HRINTH 3.375 02/24/30,66.392,3.375,9.810,700.00 百万,2020-02-24,再融资,2029/11/28,2029/11/28,金融债,28265,2030/02/24
2518,中国华融国际控股有限公司,HRINTH Float 02/24/25,85.196,3mL+125,-,300.00 百万,2020-02-24,再融资,2025/1/24,2025/1/24,金融债,28315,2025/02/24
2519,中国华融国际控股有限公司,HRINTH Float 02/24/23,96.544,3mL+112.5,-,400.00 百万,2020-02-24,再融资,2023/1/24,2023/1/24,金融债,28316,2023/02/24
2520,海通国际证券集团有限公司,HTISEC Float 02/22/21,-,3ML+85,-,31.00 百万,2020-02-24,--,--,--,金融债,101096,2021/02/22
2521,中国交通建设股份有限公司,CHCOMU 3.425 PERP,97.401,3.425,4.541,1000.00 百万,2020-02-21,一般企业用途、再融资,2024/11/21,2024/11/21,产业债,28235,PERP
2522,上海电气控股集团有限公司,SECGRP 2.3 02/21/25,93.025,2.3,5.329,300.00 百万,2020-02-21,一般企业用途、再融资,2024/11/21,2024/11/21,产业债,28239,2025/02/21
2523,中国交通建设股份有限公司,CHCOMU 3.65 PERP,95.043,3.65,4.893,500.00 百万,2020-02-21,一般企业用途、再融资,2023/11/21,2023/11/21,产业债,28242,PERP
2524,中国奥园集团股份有限公司,CAPG 4.8 02/18/21,100.000,4.8,-,188.00 百万,2020-02-21,运营资本、再融资,--,--,地产债,28253,2021/02/18
2525,华融金融租赁股份有限公司,HRLEAS 3.1 02/18/21,100.000,3.1,-,200.00 百万,2020-02-21,一般企业用途、再融资,--,--,金融债,28268,2021/02/18
2526,恒基兆业地产有限公司,HENLND 2.86 02/21/30,-,2.86,-,700.00 百万,2020-02-21,--,--,--,地产债,100048,2030/02/21
2527,招银国际金融有限公司,CMBICC 2.55 09/21/20,-,2.55,-,5.00 百万,2020-02-21,一般企业用途、再融资,--,--,金融债,101100,2020/09/21
2528,招银国际金融有限公司,CMBICC 2.52 06/22/20,-,2.52,-,5.00 百万,2020-02-21,--,--,--,金融债,101101,2020/06/22
